Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S74084036,Ring-billed Gull,Larus delawarensis,6263,20,CA-QC,La Côte-de-Beaupré,L1440758,RNF du cap Tourmente--secteur La Petite Ferme,47.0673707,-70.7955237,2020-09-26,01:22 PM,eBird - Traveling Count,64,1,1.43,,1
S74265151,Ring-billed Gull,Larus delawarensis,6263,X,CA-QC,La Haute-Côte-Nord,L778567,PN du Fjord-du-Saguenay--embouchure Rivière Ste-Marguerite,48.2634811,-69.9446309,2020-09-21,02:00 PM,eBird - Casual Observation,,0,,,2
S86965556,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Le Haut-Saint-Laurent,L293311,RNF du Lac-St-François,45.0428165,-74.4659194,2021-05-02,11:39 AM,eBird - Traveling Count,161,1,7.75,,2
S74982148,Ring-billed Gull,Larus delawarensis,6263,1,CA-QC,Longueuil,L1658613,PN des Îles-de-Boucherville (incluant Île Charron),45.594218,-73.4755858,2020-10-17,09:49 AM,eBird - Traveling Count,340,1,13.76,,2
S74163410,Ring-billed Gull,Larus delawarensis,6263,15,CA-QC,Montréal,L6699080,"Campus Loyola, Université Concordia",45.4581138,-73.6402845,2020-09-28,07:26 AM,eBird - Traveling Count,79,1,1.59,,1
S75268894,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L806691,Cimetières Mt-Royal & Notre-Dame-des-Neiges,45.5049279,-73.6039953,2020-10-23,03:24 PM,eBird - Traveling Count,128,1,3.84,,3
S86260185,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L806691,Cimetières Mt-Royal & Notre-Dame-des-Neiges,45.5049279,-73.6039953,2021-04-24,06:00 AM,eBird - Traveling Count,262,1,9.6,,1
S76084500,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L351551,Parc des Rapides,45.4277985,-73.5921872,2020-11-10,10:45 AM,eBird - Traveling Count,126,1,2.78,,4
S84620339,Ring-billed Gull,Larus delawarensis,6263,16,CA-QC,Montréal,L351551,Parc des Rapides,45.4277985,-73.5921872,2021-04-02,03:01 PM,eBird - Traveling Count,65,1,2.41,,2
S89295836,Ring-billed Gull,Larus delawarensis,6263,X,CA-QC,Montréal,L351551,Parc des Rapides,45.4277985,-73.5921872,2021-05-30,01:46 PM,eBird - Traveling Count,104,1,2.22,,3
S85346673,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L11363345,Parc écologique des Sources,45.474413,-73.763488,2021-04-11,03:10 PM,eBird - Traveling Count,104,1,3.,,4
S85544852,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L11363345,Parc écologique des Sources,45.474413,-73.763488,2021-04-14,01:45 PM,eBird - Traveling Count,124,1,3.,,2
S88276720,Ring-billed Gull,Larus delawarensis,6263,2,CA-QC,Montréal,L11363345,Parc écologique des Sources,45.474413,-73.763488,2021-05-15,10:02 AM,eBird - Traveling Count,193,0,5.39,,2
S89669697,Ring-billed Gull,Larus delawarensis,6263,1,CA-QC,Montréal,L11363345,Parc écologique des Sources,45.474413,-73.763488,2021-06-05,12:49 PM,eBird - Traveling Count,128,1,4.04,,2
